RF_DOC_ID,RF_DOC_CD,RFED_ACTG_LN_NO,ACTG_LN_DSCR
18281,DO,3,Coin Wrappers Bill Straps Bank Deposit Bags etc
18282,PO,3,Compressor Base or Tank Mounted Electric Motor o
18283,DO,3,COMPUTER ACCESSORIES AND SUPPLIES
18284,PO,3,COMPUTER ACCESSORIES AND SUPPLIES
18285,PO,3,COMPUTER SOFTWARE FOR MICROCOMPUTERS (PREPROGRAMME
18286,DO,3,Computers Data Processing Equipment Maintenance an
18287,DO,3,Concessions Catering Vending: Mobile and Station
18288,PO,3,Concessions Catering Vending: Mobile and Station
18289,DO,3,CONCRETE READY MIX
18290,PO,3,Concrete Tools and Accessories (Not Otherwise Clas
18291,PO,3,CONNECTORS ELECTRICAL MISC.
18292,CT,3,CONSULTING SERVICES (NOT OTHERWISE CLASSIFIED)
18293,PO,3,Controllers Local and Remote
18294,PO,3,COOLING UNITS AIR CONDITIONER PORTABLE SELF-CON
18295,DO,3,Copy Machine (Including Cost-Per-Copy Type Leases)
18296,DO,3,Copying Services (Reproduction)
18297,PO,3,Couplings and Hitches
18298,CT,3,Courier/Delivery Services (Including Air Courier S
18299,DO,3,Courier/Delivery Services (Including Air Courier S
18300,PO,3,Courier/Delivery Services (Including Air Courier S
18301,CT,3,COVERS INLET CONCRETE SEWER DRAIN SYSTEM
18302,PO,3,CRANKING SYSTEM
18303,DO,3,Crushed Stone (Includes Riprap)
18304,DO,3,Decal Printing
18305,PO,3,Desks and Tables Metal
18306,CT,3,DESKS WOOD TRADITIONAL GEN. PURPOSE DOUBLE PED
18307,CT,3,Diagnostic Equipment Electronic (Not Otherwise It
18308,DO,3,Earth Handling Grading Moving and Packing Equip
18309,DO,3,Electrical Accessories: Alternators Ammeters Coi
18310,DO,3,ELECTRICAL MAINTENANCE AND REPAIR SERVICES
18311,PO,3,Emblems Braids and Patches  (For Caps and Unifor
18312,DO,3,Engines Diesel (Automotive) and Replacement Parts
18313,PO,3,Engines Diesel (Automotive) and Replacement Parts
18314,PO,3,ENVELOPES KRAFT COMMERCIAL WINDOW
18315,PO,3,Envelopes Recycled Paper
18316,DO,3,EXPENDABLE ITEMS
18317,PO,3,EXPENDABLE ITEMS
18318,DO,3,EXTINGUISHER FIRE ABC MULTI-PURPOSE POWDER WITH
18319,DO,3,EXTINGUISHER FIRE CO2 W/BRACKET 5 LB
18320,DO,3,Eye Glasses Including Sunglasses
18321,CT,3,FERTILIZER GOLF COURSE FAIRWAY AND GREEN
18322,DO,3,FERTILIZER GOLF COURSE FAIRWAY AND GREEN
18323,PO,3,FERTILIZER GOLF COURSE FAIRWAY AND GREEN
18324,CT,3,FERTILIZER LIQUID ALL TYPES
18325,DO,3,Filters: Air Fuel Oil Power Steering Transmiss
18326,DO,3,Financial Advisor
18327,DO,3,Fingerprinting Equipment Accessories and Supplie
18328,DO,3,Fire Extinguisher Maintenance (Including Rechargin
18329,DO,3,Flag Poles All Types
18330,PO,3,FLASHERS WARNING LIGHT
18331,DO,3,Flexible Base
18332,CT,3,Folding Chairs Tables and Chair Trucks Metal
18333,PO,3,Folding Chairs Tables and Chair Trucks Metal
18334,PO,3,Food Preparation Services
18335,PO,3,FOODS: BAKERY PRODUCTS (FRESH)
18336,DO,3,Forestry Economic and Marketing Services
18337,DO,3,Forms Printing (Not Continuous)
18338,PO,3,Forms Printing (Not Continuous)
18339,DO,3,Fuel System Maintenance and Repair
18340,CT,3,FUNGICIDES DRY
18341,CT,3,FUNGICIDES LIQUID
18342,CT,3,Furniture Installation and Reconfiguration Service
18343,DO,3,Furniture Installation and Reconfiguration Service
18344,PO,3,Furniture Installation and Reconfiguration Service
18345,CT,3,FURNITURE: OFFICE
18346,DO,3,FURNITURE: OFFICE
18347,PO,3,FURNITURE: OFFICE
18348,DO,3,Gas Detection/Monitoring Equipment (Firemen)
18349,PO,3,Gates Electric (Including Card Readers etc.)
18350,PO,3,GLOVES
18351,DO,3,GOLF CART INDUSTRIAL PASSENG
18352,PO,3,Graphic Supplies for Plotters and Printer Plotters
18353,CT,3,GRASS SEED MIXTURE
18354,DO,3,Grease Lubrication Type
18355,PO,3,Grinders and Buffers: Bench Portable and Stand
18356,PO,3,GRINDERS DRILL AND TOOL
18357,DO,3,GUIDE STREET OF THE GREATER AUSTIN AREA BOOK
18358,PO,3,HAND TOOLS (POWERED AND NON-POWERED) ACCESSORIES
18359,PO,3,HAND TOOLS (POWERED AND NON-POWERED) ACCESSORIES A
18360,DO,3,Hand Tools Special Automotive: Brake Tools Body
18361,DO,3,Hardware Accessories: Mounts Patches Plates Sea
18362,PO,3,HAT RANGER HI-VIS SM-MED LIME
18363,DO,3,Head Ear Eye and Face Protection
18364,PO,3,Head Ear Eye and Face Protection
18365,CT,3,HELMET ACCESSORIES POLICE TYPE
18366,CT,3,HERBICIDES DRY (WEED KILLERS)
18367,PO,3,HEWLETT-PACKARD INK/TONER CARTRIDGES
18368,CT,3,Historical Studies and Services
18369,PO,3,HITCHES TRAILER
18370,DO,3,Hose and Hose Fittings: Brake Heater Radiator V
18371,PO,3,Hydraulic System Components and Parts
18372,DO,3,Hydraulics (Pump Hydraulic Motor Valves Gauges
18373,PO,3,Hydraulics (Pump Hydraulic Motor Valves Gauges
18374,DO,3,HYPOCHLORITE SODIUM (FOR CONTROL OF SLIME AND ALG
18375,PO,3,Ice
18376,PO,3,IDENTIFICATION BADGE SUPPLIES AND MATERIALS
18377,DO,3,Impact Tools Air Powered (Not Road Building)
18378,CT,3,Installation Services (Not Otherwise Classified)
18379,PO,3,INTERNET DATABASE SUBSCRIPTIONS
18380,CT,3,JACKETS ALL WEATHER
18381,PO,3,JACKETS ALL WEATHER
18382,CT,3,JACKETS SAFETY
18383,DO,3,JANITORIAL SUPPLIES GENERAL LINE
18384,DO,3,Keyboards
18385,DO,3,Laboratory Equipment and Accessories: Specialized
18386,DO,3,Laboratory Gases: Argon Carbon Dioxide Helium H
18387,PO,3,Laboratory Gases: Argon Carbon Dioxide Helium H
18388,DO,3,LABORATORY SUPPLIES PER PRICE AGREEMENT
18389,PO,3,Land Levelers
18390,DO,3,Landfill Services
18391,PO,3,Lawn Equipment Maintenance and Repair
18392,DO,3,LIGHTS EMERGENCY
18393,PO,3,Locks and Keys
18394,PO,3,Locks Key Blanks and Locksmith Tools
18395,PO,3,LUMBER AND RELATED PRODUCTS
18396,PO,3,Lumber Hardwood All Kinds
18397,PO,3,Lumber Redwood
18398,CT,3,Machinery and Heavy Hardware Rental or Lease
18399,DO,3,MAGNESIUM HYDROXIDE
18400,DO,3,Marine Equipment Maintenance and Repair (Not Other
18401,DO,3,Markers Traffic Plastic and Rubber
18402,PO,3,Markers Traffic Plastic and Rubber
18403,DO,3,MEDICAL DENTAL AND LAB SUPPLY PER PRICE AGREEMENT
18404,PO,3,Metal Finders and Detectors Pipe Locators etc.
18405,PO,3,METALS: BARS PLATES RODS SHEETS STRIPS STRUCT
18406,DO,3,Microcomputers Desktop or Towerbased Environmental
18407,DO,3,Microcomputers Handheld Laptop and Notebook
18408,DO,3,Microcomputers Handheld Laptop and Notebook ECO Ce
18409,CT,3,Modification of Existing Equipment (Including Cost
18410,DO,3,Monitors Color and Monochrome (CGA VGA SVGA et
18411,DO,3,Monitors Color and Monochrome Environmentally Cert
18412,CT,3,Motorcycles Bicycles Motor Scooters and Truckst
18413,DO,3,Moving Services
18414,DO,3,Nameplates Plastic
18415,CT,3,Network Components: Adapter Cards Bridges Connec
18416,PO,3,Network Components: Adapter Cards Bridges Connec
18417,PO,3,Nonflammable Solvent Mixtures (Safety Solvents)
18418,DO,3,Novelties and Advertising Specialty Products
18419,PO,3,OFFICE SUPPLIES GENERAL
18420,DO,3,OFFICE SUPPLIES PER PRICE AGREEMENT
18421,PO,3,OFFICE SUPPLIES PER PRICE AGREEMENT
18422,PO,3,PAPER PLOTTER INK JET
18423,DO,3,PARTS AND ACCESSORIES CONVEYOR BELT
18424,DO,3,PARTS AND ACCESSORIES DEFIBRILLATOR
18425,PO,3,PARTS AND ACCESSORIES DEFIBRILLATOR
18426,DO,3,PARTS AND ACCESSORIES FLOWMETER SYSTEM
18427,PO,3,PARTS AND ACCESSORIES JACK HAMMER
18428,PO,3,PARTS AND ACCESSORIES ROLL-UP SIGNS AND SPRING LOA
18429,DO,3,PARTS AND ACCESSORIES TRAILER HITCH (BRAND LISTED
18430,CT,3,PARTS AND ACCESSORIES WIRE AND CABLE  (MISC.)
18431,DO,3,PARTS JOHN DEERE BACKHOE  (JOHN DEERE OR EQUAL)
18432,DO,3,PATCH FLEET SERVICES
18433,PO,3,PATCH STREET AND BRIDGE DIVISION
18434,CT,3,Patching Mix Asphalt Concrete
18435,DO,3,Patching Mix Asphalt Concrete
18436,DO,3,Pedatric AED Defib Pads
18437,DO,3,Peripherals Miscellaneous: Joy Sticks Graphic Di
18438,PO,3,PIPE STEEL BLACK SCH. 40 PLAIN END SEAMLESS
18439,PO,3,PLOTTER SUPPLIES ENGINERING XEROX OR EQUAL
18440,DO,3,Police Protection Equipment (Body Armor and Riot S
18441,CT,3,POSTS GUARD RAIL TREATED DOME TOP
18442,PO,3,POWER TAKE OFF
18443,PO,3,PRINTER COLOR PAGE
18444,PO,3,PRINTERS THERMAL LABEL PRINTER
18445,DO,3,PRINTING AND TYPESETTING SERVICES
18446,PO,3,PRINTING AND TYPESETTING SERVICES
18447,DO,3,PRINTING OF BUSINESS CARDS TWO COLORS WHITE SMOO
18448,PO,3,PRINTING OF CARD FORMS ONE SIDE
18449,PO,3,PRINTING OF CARDS WHITE AND COLORED STOCK
18450,DO,3,Property Management Services
18451,PO,3,PUMPING EQUIPMENT AND ACCESSORIES
18452,DO,3,Ready-Mix Concrete
18453,CT,3,RECYCLING SERVICES (INCLUDING COLLECTION)
18454,DO,3,RECYCLING SERVICES (INCLUDING COLLECTION)
18455,PO,3,REFLECTIVE SHEETING PRESSURE SENSITIVE TYPE
18456,PO,3,REFRIGERATORS
18457,DO,3,RENTAL OF XEROX COPY MACHINES (XEROX OR EQUAL)
18458,DO,3,Replacement Parts for Chrysler (Mopar)
18459,DO,3,Replacement Parts for Ford
18460,DO,3,Replacement Parts for other than American Motors
18461,DO,3,Rescue Equipment Supplies and Accessories Includi
18462,DO,3,Respiratory Protection Equipment and Parts
18463,DO,3,RIVER ROCK
18464,PO,3,Rubber Stamps Stamp Pads Stamp Pad Ink and Stamp
18465,CT,3,Sand and Gravel
18466,DO,3,Sand and Gravel
18467,PO,3,Sand and Gravel
18468,PO,3,SAND CONCRETE
18469,DO,3,SAND SILICA
18470,PO,3,SAWS CHAIN 2 CYCLE
18471,PO,3,SAWS PRUNING
18472,DO,3,Scanners Document: Handheld Desktop and High Vo
18473,DO,3,Security and Access Systems (Airport Library Hos
18474,DO,3,Security and Access Systems Maintenance and Repair
18475,PO,3,SECURITY SYSTEMS
18476,CT,3,SEED MIX GOLF COURSE
18477,DO,3,Serums Toxoids and Vaccines
18478,PO,3,SHACKLES CHAIN WITH SCREW PIN ANCHOR DROP FORGED
18479,DO,3,SHEETING REFLECTIVE BARRICADE HIGH INTENSITY
18480,CT,3,Shelving Metal (Not Library or Shop)
18481,PO,3,Shirts Dress and Casual
18482,PO,3,SHIRTS DRESS AND SPORT TYPE MEN'S
18483,PO,3,SHIRTS GOLF
18484,PO,3,SHIRTS GOLF POLO TYPE JERSEY KNIT LONG SLEEVE
18485,PO,3,SHIRTS TEE (T) DRESS TYPE (SEE 805-12 FOR ATHLET
18486,PO,3,SHIRTS TEE 100% COTTON OR POLY/COTTON BLEND ASS
18487,DO,3,Shoes Safety Toe
18488,PO,3,Shoes Safety Toe
18489,DO,3,Sign Language Services for the Hearing Impaired
18490,DO,3,Sign Material Reflective (See 550-45 for Reflecti
18491,PO,3,Signage (Incls. Destination Routing and Advertisi
18492,CT,3,SIGNS ROLL-UP MESSAGE FOR USE W/SPRING LOADED SI
18493,PO,3,SIGNS ROLL-UP MESSAGE FOR USE W/SPRING LOADED SI
18494,DO,3,Signs: Construction
18495,CT,3,Silk Screen Printing
18496,PO,3,Silk Screen Printing
18497,CT,3,Software Maintenance/Support
18498,DO,3,Software Maintenance/Support
18499,PO,3,Software Maintenance/Support
18500,DO,3,Soil Mixtures (Special)
18501,PO,3,Soil Mixtures (Special)
18502,DO,3,SOLVENT CLEANING FOR COLD SOAK TANK
18503,PO,3,SOLVENT CLEANING FOR COLD SOAK TANK
18504,DO,3,Souvenirs: Promotional Advertising etc.
18505,PO,3,Souvenirs: Promotional Advertising etc.
18506,PO,3,SPORTING GOODS ATHLETIC EQUIPMENT AND ATHLETIC FA
18507,PO,3,Spreaders (Salt and Sand) Maintenance and Repair
18508,PO,3,Sprinkler Systems and Parts Lawn and Turf
18509,PO,3,Stainless Steel: Bars Plates Rods Sheets Strip
18510,PO,3,STAMPS RUBBER PRE-INKED
18511,PO,3,Staples
18512,PO,3,STAPLES WIRE FOR COPIER
18513,DO,3,STATIONS DOCKING MICROCOMPUTER
18514,DO,3,Steel Reinforcing Bars and Rods
18515,PO,3,Steel Reinforcing Mesh
18516,DO,3,STONE RIP RAP
18517,CT,3,STONES PAVING CONCRETE
18518,CT,3,Storage Cabinets Metal
18519,DO,3,Structural Steel
18520,CT,3,Surface-Active Agents: Emulsifiers Wetting Agents
18521,DO,3,Surface-Active Agents: Emulsifiers Wetting Agents
18522,DO,3,SURVEILLANCE AND COUNTER SURVEILLANCE EQUIPMENT AN
18523,DO,3,Sweepers Drag Brooms etc. and Parts (See Class 3
18524,DO,3,Switches Miscellaneous
18525,PO,3,TAPE VINYL PRESSURE SENSITIVE
18526,PO,3,Tapping Machines and Equipment
18527,DO,3,TARPAULINS AND ACCESS. FOR VEHICLES
18528,DO,3,Telephone Services Cellular
18529,DO,3,Telephone Services Long Distance and Local (Inclu
18530,PO,3,TELEVISION EQUIPMENT AND ACCESSORIES
18531,DO,3,Testing Services (Architectural & Engineering)
18532,DO,3,Tickets Spitter
18533,DO,3,TONER CARTRIDGES LASER PRINTERS BRAND LISTED OR
18534,PO,3,Tool Sets All Kinds
18535,DO,3,Tools Computer
18536,DO,3,Top Soil and Fill Dirt (For Mulch See Class 335)
18537,PO,3,Top Soil and Fill Dirt (For Mulch See Class 335)
18538,DO,3,TOYOTA PARTS AND ACCESSORIES (TOYOTA OR EQUAL)
18539,DO,3,Training Computer Based (Software Supported)
18540,DO,3,TRANSMISSION - MAIN MANUAL
18541,PO,3,TRANSMITTERS (PRESSURE FLOW LEVEL ETC.)
18542,PO,3,Transportation of Goods (Freight)
18543,CT,3,TRANSPORTATION OF GOODS INDUSTRIAL FREIGHT
18544,PO,3,Trophies Plaques Awards etc. (Not Otherwise Cla
18545,DO,3,Two-Way Radio Portable Including Vehicle Radio R
18546,DO,3,Two-Way Radio Supplies Parts and Accessories
18547,DO,3,Uniform Rental or Lease
18548,PO,3,Uniform Rental or Lease
18549,DO,3,Uniforms Blended Fabric
18550,DO,3,Uniforms Cotton
18551,PO,3,Uniforms Wool and Woolen Blends
18552,PO,3,VALVES RELIEF AND SAFETY
18553,PO,3,VARICELLA (CHICKEN POX) VACCINES
18554,PO,3,VESTS SAFETY CLASS 3 WITH 3M SCOTCHLITE REFLECTIVE
18555,DO,3,Video Projectors Accessories and Parts
18556,CT,3,Weed Killers (Herbicides) Liquid
18557,PO,3,Weed Killers (Herbicides) Liquid
18558,DO,3,Welding and Industrial Gases: Acetylene Argon Ca
18559,DO,3,Work Clothes
18560,DO,3,Work Stations Modular Systems Furniture
18561,PO,3,WORKSTATIONS CORNER FOR PC AND PRINTER FURNITUR
18562,PO,30,STAMPS RUBBER PRE-INKED
18563,DO,30,Uniforms Blended Fabric
18564,DO,31,Software Maintenance/Support
18565,DO,31,Uniforms Blended Fabric
18566,DO,32,Uniforms Blended Fabric
18567,DO,33,Uniforms Blended Fabric
18568,DO,34,Software Maintenance/Support
18569,DO,34,Uniforms Blended Fabric
18570,DO,35,Software Maintenance/Support
18571,DO,35,Uniforms Blended Fabric
18572,DO,36,Uniforms Blended Fabric
18573,DO,37,Uniforms Blended Fabric
18574,DO,38,Uniforms Blended Fabric
18575,DO,39,Uniforms Blended Fabric
18576,PO,4,ACCELERATOR CONCRETE
18577,DO,4,ACCESSORIES FOR LAPTOP COMPUTER
18578,DO,4,ADMIXTURES CONCRETE WATER REDUCER
18579,DO,4,Aircraft and Aviation Parts Equipment
18580,DO,4,Aircraft and Aviation Parts Equipment Sale of Surp
18581,DO,4,Application Service Provider (ASP) Web Based Hoste
18582,CT,4,Application Software Microcomputer
18583,DO,4,Application Software Microcomputer
18584,PO,4,Application Software Microcomputer
18585,PO,4,ASPHALT CLEANER LIQUID
18586,DO,4,Asphalt Distributors Levelers Mixers etc. Maint
18587,PO,4,Asphaltic Concrete Cold Laid
18588,DO,4,ASPHALTIC CONCRETE HOT MIX IN ACCORDANCE WITH IT
18589,DO,4,ASPHALTIC CONCRETE PAVEMENT HOT MIX-COLD LAID IN
18590,CT,4,ASSEMBLY SERVICES
18591,DO,4,Atlases Charts Globes and Maps
18592,DO,4,BATTERIES STORAGE COMMERCIAL TRUCK/BUS/DIESEL
18593,PO,4,BATTERIES STORAGE COMMERCIAL TRUCK/BUS/DIESEL
18594,PO,4,Battery Chargers for Dry Cell Batteries
18595,CT,4,Bicycles Tricycles etc. (For Exercise Bikes See
18596,PO,4,BIN STORAGE POLYPROPYLENE HEAVY DUTY
18597,PO,4,BLADES DIAMOND
18598,DO,4,Brakes Repairs and Replacements (Not Electric Co
18599,DO,4,Bridges Passenger Loading
18600,CT,4,BROCHURES INFORMATION
18601,DO,4,Cable Construction Installation and Maintenance (
18602,PO,4,Cafeteria and Restaurant Services
18603,PO,4,Camera Accessories: Batteries Exposure Meters (Li
18604,PO,4,Camera Carrying Cases Gadget Bags etc.
18605,PO,4,CAMERAS DIGITAL LCD
18606,PO,4,CAMERAS DIGITAL TYPE (INCL. DIGITAL NETWORK CAMERA
18607,PO,4,CAPS BASEBALL
18608,DO,4,Cardiovascular Instrumentation: Defibrillators He
18609,CT,4,Cash Registers and Cash Drawers
18610,CT,4,CEMENT PORTLAND
18611,DO,4,CEMENT PORTLAND
18612,CT,4,CHAIRS STACKING ARMLESS NON-UPHOLSTERED SLED B
18613,PO,4,CHAIRS STACKING ARMLESS NON-UPHOLSTERED SLED B
18614,DO,4,Chemicals Laboratory (ACS CP Practical Reagent
18615,PO,4,CLEANER SOLVENT FOR ASPHALT AND GREASE
18616,CT,4,CLEANING COMPOSITIONS DETERGENTS SOLVENTS AND S
18617,DO,4,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WT
18618,PO,4,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WT
18619,DO,4,CLOTHING: TROUSERS SUPV AND UNIFORM
18620,DO,4,Coin Wrappers Bill Straps Bank Deposit Bags etc
18621,PO,4,Compressor Base or Tank Mounted Electric Motor o
18622,DO,4,COMPUTER ACCESSORIES AND SUPPLIES
18623,PO,4,COMPUTER ACCESSORIES AND SUPPLIES
18624,PO,4,COMPUTER SOFTWARE FOR MICROCOMPUTERS (PREPROGRAMME
18625,PO,4,Concessions Catering Vending: Mobile and Station
18626,PO,4,Concrete Tools and Accessories (Not Otherwise Clas
18627,PO,4,Controllers Local and Remote
18628,PO,4,COOLING UNITS AIR CONDITIONER PORTABLE SELF-CON
18629,DO,4,Copy Machine (Including Cost-Per-Copy Type Leases)
18630,DO,4,Copying Services (Reproduction)
18631,CT,4,Courier/Delivery Services (Including Air Courier S
18632,DO,4,Courier/Delivery Services (Including Air Courier S
18633,CT,4,COVERS INLET CONCRETE SEWER DRAIN SYSTEM
18634,DO,4,Crushed Stone (Includes Riprap)
18635,DO,4,Decal Printing
18636,CT,4,DESKS WOOD TRADITIONAL GEN. PURPOSE DOUBLE PED
18637,CT,4,Diagnostic Equipment Electronic (Not Otherwise It
18638,DO,4,Electrical Accessories: Alternators Ammeters Coi
18639,DO,4,ELECTRICAL MAINTENANCE AND REPAIR SERVICES
18640,PO,4,Emblems Braids and Patches  (For Caps and Unifor
18641,CT,4,Employment Agency and Search Firm Services (Includ
18642,DO,4,Engines Diesel (Automotive) and Replacement Parts
18643,PO,4,Engines Diesel (Automotive) and Replacement Parts
18644,PO,4,ENVELOPES KRAFT COMMERCIAL WINDOW
18645,PO,4,Envelopes Recycled Paper
18646,DO,4,EXPENDABLE ITEMS
18647,PO,4,EXPENDABLE ITEMS
18648,DO,4,EXTINGUISHER FIRE ABC MULTI-PURPOSE POWDER WITH
18649,DO,4,EXTINGUISHER FIRE CO2 W/BRACKET 5 LB
18650,DO,4,Eye Glasses Including Sunglasses
18651,CT,4,FERTILIZER GOLF COURSE FAIRWAY AND GREEN
18652,DO,4,FERTILIZER GOLF COURSE FAIRWAY AND GREEN
18653,PO,4,FERTILIZER GOLF COURSE FAIRWAY AND GREEN
18654,CT,4,FERTILIZER LIQUID ALL TYPES
18655,DO,4,Filters: Air Fuel Oil Power Steering Transmiss
18656,DO,4,Financial Advisor
18657,DO,4,Fire Alarm Systems Power Sirens and Controls
18658,DO,4,Fire Extinguisher Maintenance (Including Rechargin
18659,DO,4,Flag Poles All Types
18660,DO,4,Flexible Base
18661,PO,4,Food Preparation Services
18662,PO,4,FOODS: BAKERY PRODUCTS (FRESH)
18663,DO,4,Forms Printing (Not Continuous)
18664,PO,4,Forms Printing (Not Continuous)
18665,DO,4,Fuel System Maintenance and Repair
18666,CT,4,FUNGICIDES LIQUID
18667,DO,4,Furniture Installation and Reconfiguration Service
18668,DO,4,Gas Detection/Monitoring Equipment (Firemen)
18669,PO,4,GLOVES
18670,PO,4,Graphic Supplies for Plotters and Printer Plotters
18671,CT,4,GRASS SEED MIXTURE
18672,DO,4,Grease Lubrication Type
18673,PO,4,Grinders and Buffers: Bench Portable and Stand
18674,DO,4,GUIDE STREET OF THE GREATER AUSTIN AREA BOOK
18675,PO,4,HAND TOOLS (POWERED AND NON-POWERED) ACCESSORIES A
18676,DO,4,Hand Tools Special Automotive: Brake Tools Body
18677,PO,4,HAT RANGER HI-VIS SM-MED LIME
18678,DO,4,Head Ear Eye and Face Protection
18679,PO,4,Head Ear Eye and Face Protection
18680,CT,4,HELMET ACCESSORIES POLICE TYPE
18681,CT,4,HERBICIDES DRY (WEED KILLERS)
18682,PO,4,HEWLETT-PACKARD INK/TONER CARTRIDGES
18683,DO,4,Hose and Hose Fittings: Brake Heater Radiator V
18684,PO,4,Hydraulic System Components and Parts
18685,DO,4,Hydraulics (Pump Hydraulic Motor Valves Gauges
18686,PO,4,Hydraulics (Pump Hydraulic Motor Valves Gauges
18687,DO,4,Impact Tools Air Powered (Not Road Building)
18688,PO,4,INTERNET DATABASE SUBSCRIPTIONS
18689,CT,4,JACKETS ALL WEATHER
18690,CT,4,JACKETS SAFETY
18691,DO,4,JANITORIAL SUPPLIES GENERAL LINE
18692,DO,4,Laboratory Equipment and Accessories: Specialized
18693,DO,4,LABORATORY SUPPLIES PER PRICE AGREEMENT
18694,DO,4,LIGHTS EMERGENCY
18695,PO,4,Locks Key Blanks and Locksmith Tools
18696,PO,4,LUMBER AND RELATED PRODUCTS
18697,PO,4,Lumber Hardwood All Kinds
18698,DO,4,MAGNESIUM HYDROXIDE
18699,DO,4,Marine Equipment Maintenance and Repair (Not Other
18700,DO,4,Markers Traffic Plastic and Rubber
18701,DO,4,MEDICAL DENTAL AND LAB SUPPLY PER PRICE AGREEMENT
18702,DO,4,Microcomputers Desktop or Towerbased Environmental
18703,DO,4,Microcomputers Handheld Laptop and Notebook ECO Ce
18704,CT,4,Modification of Existing Equipment (Including Cost
18705,DO,4,Monitors Color and Monochrome (CGA VGA SVGA et
18706,DO,4,Monitors Color and Monochrome Environmentally Cert
18707,CT,4,Motorcycles Bicycles Motor Scooters and Truckst
18708,DO,4,Nameplates Plastic
18709,PO,4,Network Components: Adapter Cards Bridges Connec
18710,PO,4,Nonflammable Solvent Mixtures (Safety Solvents)
18711,DO,4,Novelties and Advertising Specialty Products
18712,PO,4,OFFICE SUPPLIES GENERAL
18713,DO,4,OFFICE SUPPLIES PER PRICE AGREEMENT
18714,DO,4,PARTS AND ACCESSORIES CONVEYOR BELT
18715,DO,4,PARTS AND ACCESSORIES DEFIBRILLATOR
18716,DO,4,PARTS AND ACCESSORIES FLOWMETER SYSTEM
18717,PO,4,PARTS AND ACCESSORIES JACK HAMMER
18718,PO,4,PARTS AND ACCESSORIES ROLL-UP SIGNS AND SPRING LOA
18719,DO,4,PARTS AND ACCESSORIES TRAILER HITCH (BRAND LISTED
18720,DO,4,PATCH FLEET SERVICES
18721,PO,4,PATCH STREET AND BRIDGE DIVISION
18722,CT,4,Patching Mix Asphalt Concrete
18723,DO,4,Patching Mix Asphalt Concrete
18724,DO,4,Peripherals Miscellaneous: Joy Sticks Graphic Di
18725,PO,4,PLOTTER SUPPLIES ENGINERING XEROX OR EQUAL
18726,DO,4,Police Protection Equipment (Body Armor and Riot S
18727,PO,4,PRINTERS THERMAL LABEL PRINTER
18728,DO,4,PRINTING AND TYPESETTING SERVICES
18729,PO,4,PRINTING AND TYPESETTING SERVICES
18730,DO,4,PRINTING OF BUSINESS CARDS TWO COLORS WHITE SMOO
18731,PO,4,PRINTING OF CARDS WHITE AND COLORED STOCK
18732,DO,4,Property Management Services
18733,PO,4,PUMPING EQUIPMENT AND ACCESSORIES
18734,DO,4,Ready-Mix Concrete
18735,CT,4,RECYCLING SERVICES (INCLUDING COLLECTION)
18736,DO,4,RECYCLING SERVICES (INCLUDING COLLECTION)
18737,DO,4,RENTAL OF XEROX COPY MACHINES (XEROX OR EQUAL)
18738,DO,4,Replacement Parts for Ford
18739,DO,4,Replacement Parts for other than American Motors
18740,DO,4,Rescue Equipment Supplies and Accessories Includi
18741,DO,4,RIVER ROCK
18742,CT,4,Room Rental for Conferences Seminars etc.
18743,PO,4,Rubber Stamps Stamp Pads Stamp Pad Ink and Stamp
18744,CT,4,Sand and Gravel
18745,DO,4,Sand and Gravel
18746,PO,4,Sand and Gravel
18747,PO,4,SAND CONCRETE
18748,DO,4,SAND SILICA
18749,DO,4,Scanners Document: Handheld Desktop and High Vo
18750,DO,4,Security and Access Systems (Airport Library Hos
18751,DO,4,Security and Access Systems Maintenance and Repair
18752,CT,4,SEED MIX GOLF COURSE
18753,DO,4,Serums Toxoids and Vaccines
18754,DO,4,SHEETING REFLECTIVE BARRICADE HIGH INTENSITY
18755,CT,4,Shelving Metal (Not Library or Shop)
18756,PO,4,Shirts Dress and Casual
18757,PO,4,SHIRTS GOLF
18758,PO,4,SHIRTS TEE 100% COTTON OR POLY/COTTON BLEND ASS
18759,DO,4,Shoes Safety Toe
18760,PO,4,Shoes Safety Toe
18761,DO,4,Sign Language Services for the Hearing Impaired
18762,DO,4,Sign Material Reflective (See 550-45 for Reflecti
18763,PO,4,Signage (Incls. Destination Routing and Advertisi
18764,CT,4,SIGNS ROLL-UP MESSAGE FOR USE W/SPRING LOADED SI
18765,DO,4,Signs: Construction
18766,CT,4,Silk Screen Printing
18767,PO,4,Silk Screen Printing
18768,CT,4,Software Maintenance/Support
18769,DO,4,Software Maintenance/Support
18770,PO,4,Software Maintenance/Support
18771,DO,4,Soil Mixtures (Special)
18772,PO,4,Soil Mixtures (Special)
18773,DO,4,SOLVENT CLEANING FOR COLD SOAK TANK
18774,DO,4,Souvenirs: Promotional Advertising etc.
18775,PO,4,Souvenirs: Promotional Advertising etc.
18776,PO,4,SPORTING GOODS ATHLETIC EQUIPMENT AND ATHLETIC FA
18777,PO,4,STAMPS RUBBER PRE-INKED
18778,PO,4,Staples
18779,PO,4,STAPLES WIRE FOR COPIER
18780,DO,4,Steel Reinforcing Bars and Rods
