VEND_ID,LGL_NM,VEND_CUST_CD
4154,RBI CO,RBI8300936
4155,RCB Ventures LLC,VS0000021172
4156,RDK SERVICES LP,AIR0099000
4157,RDO EQUIPMENT CO,RDO8305059
4158,RDP TECHNOLOGIES INC,RDP8322197
4159,REACH Sports Marketing Group Inc.,V00000935834
4160,READ INDUSTRIAL SUPPLY CO,REA8323180
4161,READ INDUSTRIAL SUPPLY CO,RIS7149805
4162,READYDATA,VS0000005818
4163,REALM COMMUNICATIONS GROUP INC,REA8311113
4164,Reconyx Inc.,V00000918498
4165,RECORDED BOOKS INC,V00000922825
4166,RECORDED BOOKS LLC,VC0000101689
4167,RECREATION CONSULTANTS OF TEXAS LLC,REC7153475
4168,RECREATION SUPPLY COMPANY,REC8314288
4169,RECREATIONAL EQUIPMENT INC,REI6015595
4170,RECREONICS INC,REC3887250
4171,Recycle Away LLC,V00000919773
4172,RECYCLED ENGINE COOLANT INC,REC7095260
4173,Red 11 Music LLC,V00000939141
4174,RED RIVER SPECIALTIES INC,V00000928488
4175,RED RIVER SPECIALTIES Inc.,V00000928488
4176,Red River Technology LLC,V00000959829
4177,Red Roan Corporation,V00000902042
4178,Red Speck Media,V00000943633
4179,RED WING BRANDS OF AMERICA INC,RED8315105
4180,RED WING SHOE STORE,RED8315105
4181,Redi-Mix LLC,V00000926753
4182,Redmon Engineering Company,V00000942441
4183,REED BUSINESS INFORMATION INC,V00000936513
4184,REFLECTIVE APPAREL FACTORY INC,VS0000032467
4185,REGAL PLASTIC SUPPLY CO INC,REG3903500
4186,REGAL ROBES LLC,VC0000101313
4187,Reid Robinson Riggins,VS0000012095
4188,REINFORCING STEEL SUPPLY LTD,VC0000101091
4189,REINHAUSEN MANUFACTURING INC,REI7024750
4190,RELAY COMPUTER SYSTEMS INC,REL8302750
4191,Reliability Direct Inc.,VS0000016884
4192,RELIABILITY POINT LLC,VS0000026813
4193,RELM Wireless Corporation,V00000901952
4194,RELYCO SALES INC,VS0000018774
4195,REMINGTON ARMS COMPANY INC,REM8313995
4196,REMOTEC INC,REM8302694
4197,Ren Corporation,V00000935877
4198,RENCO SUPPLY INC,REN3915000
4199,Rene A Chavez,V00000914491
4200,Rennerwood Inc,V00000910339
4201,RENTAL SERVICE CORP,REN7164345
4202,REPUBLIC INTELLIGENT TRANSPORTATION SERVICES INC,REP8307191
4203,Republic Promos Inc.,V00000930535
4204,Republic Services Inc,V00000926751
4205,Rescue Tech 1 Inc.,V00000914666
4206,RESCUE TECHNOLOGY,RES7128555
4207,Rescuegear Inc.,V00000926796
4208,Resource Integrators LLC,V00000954239
4209,RESOURCEFUL BAG & TAG INC,RES7094845
4210,Response Marketing Inc.,V00000956104
4211,Restek Corporation,VS0000021587
4212,RESTOCKIT LLC,RES8318322
4213,RETAIL MOTORCYCLE VENTURES INC,VS0000017711
4214,REV AMBULANCE GROUP ORLANDO INC,WHE5132750
4215,REV Parts LLC,V00000943327
4216,RFD & ASSOC INC,RFD7081045
4217,RFL ELECTRONICS INC,RFL7075690
4218,Rhino Precision LLC,V00000924342
4219,RHJ-JOCInc.,VS0000028088
4220,Rialto Pictures LLC,V00000933201
4221,RIATA FORD,VS0000002479
4222,RICARDO A MARTINEZ,PUM8307474
4223,Ricardo Esteban Parra Ruiz,V00000939142
4224,RICHARD CHARLES GERN,GER7102620
4225,Richard Douglas Zarria,V00000932936
4226,RICHARD G LACKEY,VC0000103018
4227,RICHARD KEITH OLSON ENTERPRISES LLC,V00000945229
4228,RICHARD L EKLUND,ITW8308035
4229,RICHARDS MANUFACTURING CO,RIC8315789
4230,Richardson Logic Control LLC,VS0000019854
4231,Rickly Hydrological Co. Inc.,V00000926139
4232,Ricky B. Turner,VS0000034946
4233,RICOH AMERICAS CORPORATION,VC0000102550
4234,RICOH USA INC,NIG6006705
4235,RIDGWAYS LLC,RID3954000
4236,RIDGWAY'S LTD,RID3954000
4237,RINA T NUTTING,VC0000102992
4238,Rio Grande Film LLC,V00000961463
4239,RIPPNER TENNIS LLC,VS0000002722
4240,RISCO SUPPLY CO INC,REA8323180
4241,Ritz Safety LLC,V00000939148
4242,RIVER CITY HOSE & SUPPLY INC,RIV8309282
4243,RIVER CITY MARKETING INC,MIS7129615
4244,RIVER CITY POPS,RIV6040990
4245,RIVER CITY ROLLOFFS INC,RIV8316644
4246,River City Sales Inc.,VS0000004078
4247,RIVER CITY SPORTSWEAR,RIV7073115
4248,River Rock Supply and Stone LLC,V00000942608
4249,RIVERCITY CABINETS INC,VC0000102542
4250,RIVERCITY SPORTSWEAR,RIV8308852
4251,RIVERCITY SPORTSWEAR LLC,VC0000102825
4252,RJ BRANIFF CORP,AUT7017410
4253,RJ Texas Foods LLC,V00000928857
4254,RJ TRADING GROUP LTD,RJT8310948
4255,RJC SERVICES INC.,VS0000018380
4256,RJM GROUP LLC,VC0000102963
4257,RL COLLINSON INC,COL8308824
4258,RLS SERVICES INC,RLS8322035
4259,Road ID,V00000900325
4260,ROADRUNNER TRAFFIC SUPPLY INC,ROA3981000
4261,ROADSAFE TRAFFIC SYSTEMS INC,V00000936719
4262,ROADWAY SPECIALTIES INC,ROA7009475
4263,Robert Charles Tull,VS0000028384
4264,ROBERT D RANKIN,SUN8314827
4265,ROBERT EILERS,VS0000018014
4266,ROBERT GREEBON,VS0000029130
4267,ROBERT J SALDIVAR,CHL7080875
4268,ROBERT JUAREZ,CIT8319618
4269,ROBERT MADDEN INDUSTRIES LTD,MAD2987250
4270,ROBERT MARC ELLETT,VS0000017811
4271,ROBERT P GELERNTER,V00000905422
4272,Robert R Reid III,V00000939670
4273,ROBERT R WILHITE,VC0000102867
4274,ROBERTS & SPENCER DISTRIBUTORS INC,VS0000025769
4275,Robertson Industries Inc.,VS0000021570
4276,Robin Smith,VS0000014383
4277,ROBOTRONICS INC,ROB7036165
4278,ROBWEN INC,ROB7141325
4279,ROCAL INC,ROC7002310
4280,Rocco-Miller Productions Inc.,V00000901389
4281,ROCHE ROUGE COMPANY LLC,AUS7132945
4282,ROCK N ROLL RENTALS,ROC7070340
4283,ROCKFORD BUSINESS INTERIORS,ROC3999000
4284,Rockwerx Inc.,V00000902209
4285,ROCKY BRANDS RETAIL LLC,LEH8305765
4286,ROCKY DURON & ASSOC INC,ROC3999500
4287,RODDIS LUMBER AND VENEER CO L P,ROD7090420
4288,Rodgers & Hanson Inc.,VS0000035136
4289,RODZINA INDUSTRIES INC,ROD8318471
4290,ROGELIO I MEDINA,VS0000008287
4291,ROGER CLEVELAND GOLF INC,CLE7126385
4292,ROGER COFFMAN SR,VC0000101040
4293,ROGER SEABROOK JONES,SEA8317404
4294,Roland C Lawes,V00000957655
4295,Romar Supply Inc,VS0000023551
4296,ROMCO EQUIPMENT CO,ROM4022750
4297,RON T FELT,FAS8323107
4298,RON ZARING,MAN8323253
4299,Ronald Steven Johnson,V00000925847
4300,RONNY SMITH,VC0000102293
4301,ROPE CORP,V00000963345
4302,Rope Works Inc,V00000915066
4303,ROPER ASSOCIATES,ROP8322377
4304,ROPER ASSOCIATES LLC,VC0000102428
4305,Roppolo's Pizzeria Inc,V00000931120
4306,Rosemary Greif,V00000908738
4307,ROSEMARY GRELF,VS0000021603
4308,ROSEMOUNT INC,ROS6023780
4309,ROSETTA STONE LTD,FAI7147865
4310,Ross Valve Mfg Co Inc,V00000942179
4311,Ross Video Ltd.,V00000962775
4312,Rotary Components International Inc.,V00000927917
4313,ROTASERV LP,ROT8315470
4314,ROUND ROCK INDUSTRIAL EQUIPMENT COMPANY,VS0000009896
4315,Round Rock ISD,VS0000014666
4316,Round Rock Toyota,VS0000033599
4317,Route 60 Real Estate Company L.C.,V00000932042
4318,ROUTESMART TECHNOLOGIES INC,ROU7141015
4319,Roy C. Garrett Inc.,VS0000002306
4320,ROY LOZANO'S BALLET FOLKLORICO,ROY4041500
4321,Royal Arc Welding Company,V00000934390
4322,Royal Canin USA Inc.,V00000932734
4323,Royal Switchgear Manufacturing Co,VS0000000716
4324,ROZNOVAK'S SERVICES INC,V00000906557
4325,RSI GLOBAL INC,RUE8303330
4326,RSI-Global Communications Group LLC,V00000917575
4327,RSP Architects Ltd.,VS0000021885
4328,RTI HOT MIX LTD,RTI8310517
4329,RU2 Systems Inc.,V00000926280
4330,RUAG Ammotec USA Inc,V00000935950
4331,RUBBER-CAL,RUB8321208
4332,Ruby Dee and the Snakehandlers LLC,V00000910088
4333,RUDY MIKESKA'S BAR B-Q INC,MIK6051865
4334,RUDY'S PAINTING & DRYWALL,RUD8307956
4335,RUGGEDCOM INC,VC0000101736
4336,Rugid Computer Inc.,VS0000027663
4337,RULE STEEL TANKS INC,VS0000037294
4338,RUN-TEX INC,RUN7013840
4339,RUSH EQUIPMENT CENTERS OF,RUS7115105
4340,RUSH TRUCK CENTER - AUSTIN,RUS8302768
4341,RUSH TRUCK CENTERS OF TEXAS LP,RUS8315958
4342,Russell & Smith Ford,VS0000011698
4343,RUSSELL & SMITH FORD,VS0000011698
4344,RUSSELL W KESTER,VS0000030069
4345,R-Water LLC,V00000939990
4346,RX EDGE PROFESSIONALS INC,VC0000103005
4347,RYAN HERCO PRODUCTS CORP,RYA4059250
4348,Ryan Peterson Mang,V00000917033
4349,Ryan Robert Hale,VS0000012563
4350,RYDIN DECAL,RYD7062980
4351,RZ COMMUNICATIONS INC,VC0000102824
4352,S & C ELECTRIC CO,SCE4116250
4353,S & L LIFTMASTERS INC,SLL8303474
4354,S & S WORLDWIDE INC,SSA4379250
4355,S I TECH INC,SIT8310330
4356,S P Kinney Engineers Inc,V00000935104
4357,S. R. Anderson Enterprises Inc.,VS0000004882
4358,Sabas Castro,VS0000024254
4359,Safari Books Online LLC,V00000905576
4360,Safe Approach Inc.,VS0000027396
4361,SAFE SOFTWARE INC,SAF8317334
4362,SAFE WAY RENTAL EQUIPMENT CO,SAF4071750
4363,SAFE WAY RENTAL EQUIPMENT CO INC,SAF4071750
4364,SAFEGUARD UNIVERSAL LLC,V00000919371
4365,SAFELANE TRAFFIC SUPPLY,SAF8318377
4366,Saferite Solutions Inc.,V00000961611
4367,SAFETEC OF AMERICA INC,SAF8318307
4368,SAFETY & SECURITY INT'L L L C,SAF8318880
4369,SAFETY GEAR DEPOT LLC,VS0000018614
4370,SAFETY PLAY INC,VC0000102920
4371,Safety Products Inc.,V00000927874
4372,SAFETY SHOE DISTRIBUTORS L L P,SAF8312582
4373,Safety Solutions Inc.,VS0000015611
4374,SAFETY SUPPLY INC,SAF4069750
4375,SafetyCaps Inc.,VS0000022605
4376,SafetyDepot.com LLC,V00000942369
4377,SAFETY-KLEEN SYSTEMS INC.,SAF4068500
4378,SAFEWARE INC,AIR8312374
4379,SAFEWARE INC,SAF8321250
4380,SAFEWAY SIGN COMPANY INC,SAF7151395
4381,SAFT AMERICA INC,VC0000100974
4382,SAF-T-BOX LP,V00000916568
4383,SAF-T-GARD INTERNATIONAL INC,SAF8308352
4384,SAF-T-GLOVE INC,SAF7069425
4385,SAGELINE INC,GEO7141565
4386,SAHARA SMITH,VC0000102364
4387,SALES INTERNACIONAL SA DE CV,V00000924097
4388,SALLIE BURCHETT,DIV8319156
4389,SAM INTERNATIONAL INFORMATION TECHNOLOGY INC,VC0000103000
4390,SAM'S CLUB,SAM8308325
4391,SAM'S CLUB,SAM8318696
4392,SAMUEL G BUTLER,VC0000103406
4393,SAN ANTONIO ARMATURE WORKS INC,SAN4086500
4394,SAN ANTONIO BELTING & PULLEY COMPANY INC,SAN8306376
4395,SAN ANTONIO BRAKE & CLUTCH,DAN7112285
4396,SAN ANTONIO BRAKE & CLUTCH SERVICE INC.,DAN7112285
4397,SAN ANTONIO EQUIPMENT REPAIR,SAN7036155
4398,Sancin Inc,VS0000030635
4399,Sandie Nadege-Elodie Donzica,V00000949612
4400,Sandra Dahdah,VS0000037929
4401,SANDRA M CHADA,AME7039605
4402,SANDY'S SUPPLY CO INC,SAN4096000
4403,Sanko America LLC,VS0000031031
4404,SANOFI PASTEUR INC,AVE7168005
4405,Santiago Chavez,V00000933852
4406,Sanyo North America Corporation,V00000902097
4407,Sarah Cortez,VS0000030776
4408,SARAH KERVER,JOR8308988
4409,Saris Cycling Group Inc.,V00000926115
4410,Sartorius Mechantonics Inc,V00000905319
4411,SASE COMPANY INC,VS0000010195
4412,SAT RADIO COMMUNICATIONS LTD,IND6122245
4413,SATELLITE AND WIRELESS SOLUTIONS LLC,V00000922587
4414,SAUBER MANUFACTURING CO,SAU4106000
4415,SB BISHOP'S SERVICE COMPANY LLC,VS0000025117
4416,SBH MEDICAL LTD,V00000903752
4417,SBNQR Enterprises LLC,V00000905442
4418,SCALE FREE CO,SCA8322802
4419,SCANTRON CORPORATION,SCA4114500
4420,SCARAB International LLP,V00000914266
4421,SCARAB MANUFACTURING & LEASING,SCA6028655
4422,SCARAB MANUFACTURING & LEASING LP,SCA6028655
4423,Scarborough Research,VS0000029166
4424,SCHERING-PLOUGH HOME AGAIN LLC,VS0000004592
4425,SCHINDLER ELEVATOR CORP,SCH8306741
4426,Schlotzsky's Stores LLC,V00000933611
4427,SCHNEIDER ELECTRIC BUILDINGS AMERICAS INC,CON1279750
4428,SCHNEIDER ELECTRIC USA INC,SQU4376500
4429,SCHOOL HEALTH CORP,SCH7082215
4430,SCHOOL SPECIALTY INC,SCH7094835
4431,SchoolDude.com Inc.,V00000908621
4432,SCHOOLHOUSE OUTFITTERS L L C,SCH8316557
4433,SCHREIBER LLC,VS0000014198
4434,Schroer Mfg. Co.,VS0000027201
4435,SCHWEITZER ENGINEERING LABORATORIES INC,SCH4135650
4436,Scientel Solutions LLC,V00000931607
4437,SCIENTIFIC INVESTIGATION & INSTRUCTION INSTITUTE,SCI7046490
4438,SCOFIELD CONSTRUCTION SERVICES LLC,MOB8313254
4439,SCOREBOARD SERVICE COMPANY,VS0000022184
4440,Scott Allan Wiggerman,VS0000035055
4441,Scott Brewster Melcer,VS0000016637
4442,SCOTT ELLIS FONDREN,ALI8314545
4443,Scott Equipment Inc.,VS0000024810
4444,Scott Fire Apparatus Inc.,VS0000035883
4445,SCOTT STARK ENTERPRISES INC,V00000927568
4446,Scott-MerrimanInc.,V00000938477
4447,Scottsdale Models LLC,V00000928026
4448,SCP SCIENCE,SCP8302856
4449,SCRIPTLOGIC CORPORATION,VC0000102809
4450,SCRUGGS CO (THE),SCR7015895
4451,SCUBALAND ADVENTURES INC.,VS0000022581
4452,SDF PROFESSIONAL COMPUTERS,SDF8303319
4453,SEAL BRAND PRODUCTS L L C,SEA8307195
4454,SEAL SOLUTIONS OF TEXAS INC,SEA8312660
4455,SealBoss Corporation,V00000946600
4456,SEALY MATTRESS COMPANY,SEA8312563
4457,SEARS ROEBUCK AND CO,SEA4156000
4458,Seattle Sewing Solutions Inc.,V00000939112
4459,Sector Resource Group LLC,V00000933756
4460,Secure IP Solutions LLC,V00000905345
4461,Secure Products Corp,VS0000018020
4462,SECURITY CONSULTING &,SEC8321711
4463,Security Design Inc. DBA EO Integrated Systems Inc,VS0000004115
4464,Security Equipment Supply Inc,V00000936826
4465,SECURITY SAFETY & SUPPLY INC,SEC8308065
4466,SEEPEX INC,VS0000004822
4467,SEL Group Inc.,VS0000022190
4468,SELF CHEM INC,VS0000017218
4469,Semler Industries Inc.,VS0000007396
4470,SEMMATERIALS L P,SEM8318098
4471,Semsons & Co. Inc.,V00000962792
4472,SENSYS NETWORKS INC,VC0000101592
4473,Seon Systems Sales Inc.,V00000944200
4474,Sergio Inchaurregui,VS0000034465
4475,ServerLIFT Corporation,V00000906780
4476,Service Lighting & Electrical Supplies Inc,VS0000023652
4477,SERVICEWEAR APPAREL INC,VC0000102859
4478,SESAC INC,SES8306794
4479,SETCO,SET7137260
4480,SETCO INC,VC0000102894
4481,SETON,SET4185500
4482,Sevylla del Mazo,V00000902092
4483,Sewah Studios Inc.,V00000943852
4484,SHADE STRUCTURES INC,V00000921851
4485,SHAH SOFTWARE INC,SHA8307998
4486,Shane Campbell,V00000907885
4487,SHANNON CHEMICAL CORP,SHA8305686
4488,ShareKnowledge Inc,V00000938152
4489,SHARON PIKE,CAP0979500
4490,Shaun Schoener,V00000962998
4491,Sheldon A. Williams,V00000953424
4492,Shelley Hiam,V00000926536
4493,Sheltered Wings Inc,VS0000025377
4494,SHELTON-KELLER GROUP INC,SHE7093320
4495,Sheree L Kirsch,V00000908770
4496,SHERMCO INDUSTRIES INC,SHE4210000
4497,SHERRY CRAIG,VC0000101411
4498,SHI-GOVERNMENT SOLUTIONS INC,SHI7164260
4499,SHIMADZU SCIENTIFIC INSTRUMENTS INC,SHI7011100
4500,Shirley Dorothy Hunter,V00000910363
4501,Shook Mobile Technology LP,VS0000024741
4502,Shoppa's Material Handling Ltd.,VS0000018700
4503,SHORELINE PARTNERS LTD,SHO6027700
4504,Short Edition Inc.,V00000956803
4505,Shred-It US JV LLC,V00000950216
4506,Shrieve Chemical Company,V00000936846
4507,Shrieve Chemical Company,VS0000019823
4508,SHUMAKER ENTERPRISES INC,SHU4223250
4509,Shur-Rig LLC,V00000912810
4510,SICK INC,VS0000018331
4511,SICO AMERICA INC,SIC8303776
4512,SID TOOL CO INC,MSC6003170
4513,SIDDONS FIRE APPARATUS INC,SID7147950
4514,Siddons-Martin Emergency Group LLC,V00000910519
4515,SIDNEY CARROLL MILLER,VS0000012551
4516,SIDNEY E BELLAMY,VC0000102337
4517,SIDS ALLIANCE,VS0000024424
4518,SIEMENS AIRFIELD SOLUTIONS INC,ADB7015165
4519,SIEMENS BUILDING TECHNOLOGIES,SIE7145685
4520,SIEMENS ENERGY & AUTOMATION INC,SIE4228250
4521,SIEMENS ENERGY INC,SIE7128365
4522,SIEMENS ENERGY INC,SIE8315367
4523,SIEMENS INDUSTRY INC,SIE7145685
4524,SIEMENS INDUSTRY INC.,SIE7145685
4525,SIEMENS POSTAL PARCEL & AIRPORT LOGISTICS LLC,V00000917453
4526,SIEMENS WATER TECHNOLOGIES,USF6120035
4527,SIEMENS WATER TECHNOLOGIES LLC,V00000916472
4528,SIERRA MACHINERY INC,SIE7087120
4529,SIGMA-ALDRICH INC,SIG7138775
4530,SIGN EFFECTS INC,SIG4232750
4531,SIGN RESOURCE MANAGEMENT INC,SIG8303771
4532,Sign Tracker L.P.,VS0000028966
4533,Signal Technologies Inc.,V00000927352
4534,SIGNCAD SYSTEMS INC,VC0000102069
4535,SIGNCO SERVICE CORPORATION,FAS8307064
4536,SIGNS EXPRESS,SIG7127320
4537,SIGNWAREHOUSE.COM,SIG8308445
4538,Sika Corporation,VS0000016001
4539,Silicon Hills Design Inc.,VS0000024980
4540,Silipint Inc.,V00000908741
4541,SILSBEE FORD INC,V00000918757
4542,Simon Property Group L.P.,V00000920367
4543,SIMON PROPERTY GROUP(TEXAS) LP,BAR8308173
4544,SimpleRisk LLC,V00000938768
4545,SIMPLEX GRINNELL L P,SIM8304509
4546,Simply Rack and Warehouse Equipment Inc.,V00000957522
4547,SIMS Foundation,V00000938084
4548,SINCLAIR BLACK & ANDREW VERNOY ARCHITECTS,BLA0702000
4549,SING-SINGH LLC,VC0000102485
4550,SINK OR SWIM LLC,V00000908087
4551,SIRCHIE ACQUISITION COMPANY LLC,VC0000101905
4552,SIRIUS COMPUTER SOLUTIONS INC,SIR7150895
4553,SIRSI CORPORATION,SIR8305876
4554,SISK-ROBB INC,SIS7153210
4555,Sistema Technologies Inc.,V00000914763
4556,Site Source Inc.,VS0000037462
4557,SITEONE LANDSCAPE SUPPLY LLC,JOH8304511
4558,SIVAT SERVICES INC,V00000913376
4559,SIXTH STREET PRINTING,SIX4249750
4560,SJS PARTNERSHIP,WRS7008410
4561,SKIDRIL INC,ZSS8303972
4562,SKIDRIL INDUSTRIES LLC,ZSS8303972
4563,SKINNER INDUSTRIAL SUPPLY,SKI8322388
4564,Skotz Inc,VS0000020914
4565,Skyhawk Chemicals Inc.,V00000921086
4566,Skytanking USA Inc,V00000920895
4567,SLIDEROOM,VC0000101915
4568,Smart Charge Residential LLC,V00000916286
4569,Smart Growth America,V00000954464
4570,Smartsheet Inc.,V00000932112
4571,SMBLC LLC,LIT8306425
4572,SMG,V00000929043
4573,SMITH & LOVELESS INC,SMI4274000
4574,SMITH & WESSON CORP,VS0000029223
4575,SMITH HOUSEWARES & RESTAURANT SUPPLY DISCOUNT OUTL,VC0000102419
4576,SMITH MANUFACTURING CO,SMI7098865
4577,Smith Power Products Inc.,VS0000035237
4578,SMITH PUMP CO INC,SMI4278000
4579,SMITH SUPPLY COMPANY LLC,VS0000013234
4580,Smith System Driver Impovement Institute Inc,VS0000016841
4581,SMITHKLINE BEECHAM CORPORATION,SMI7056010
4582,SMITHS DETECTION-DANBURY,SMI8314398
4583,SMOKEY MO'S BBQ LLC,VS0000010929
4584,Smokey Signals Inc.,V00000929733
4585,SmokeyZone LLC.,V00000920410
4586,SMS LLC,SMS8302717
4587,Snap Trends Inc.,V00000909919
4588,SNAP-ON TOOLS,SNA7169310
4589,SnapStream Media Inc.,VS0000012337
4590,Snider Tire Inc.,V00000901700
4591,SNR Technologies,VS0000021054
4592,Social Solutions Global Inc.,V00000930556
4593,Social Tables Inc.,V00000946416
4594,Socrata Inc.,VS0000037686
4595,SODEXHO INC & AFFILIATES,SOD8314275
4596,SOFTCHOICE CORPORATION,VS0000013372
4597,SOFTECH SYSTEMS,SOF8316476
4598,SoftGenetics LLC,V00000919627
4599,Softmart Government Services,V00000933847
4600,Softmart Government Services Inc.,V00000933847
4601,Software One Inc.,V00000954177
4602,Soil Express LTD,VS0000020072
4603,Solaris Power Systems,V00000916353
4604,Solenis Holdings 1 LLC,V00000960326
4605,SOLID BORDER INC,SOL8314553
4606,Solid IT Networks Inc.,V00000905575
4607,SOLIDSTATE CONTROLS LLC,VC0000103421
4608,SOLOMON CORP,SOL4297750
4609,SOLUTIONS4SURE.COM INC.,COM7159580
4610,Solutions-II Inc.,VS0000030499
4611,Somohano USA LLC,V00000920469
4612,SONITROL OF AUSTIN,SON4300000
4613,SONY ELECTRONICS INC,SON4302250
4614,Sophie Parrott,V00000940459
4615,Sorbents Plus LLC,V00000924115
4616,SOULAR FOODS OF TEXAS INC,HOO7163925
4617,SOUND IDEAS PRODUCTION GROUP INC,V00000906783
4618,SOUND PLAY INC,SOU8315917
4619,Soundcheck Austin LLC,VS0000032716
4620,SOUTH AUSTIN MARINE II,SOU8305848
4621,SOUTH COAST FIRE & SAFETY,SOU7161925
4622,SOUTH POINT DODGE,SOU7154785
4623,SOUTH TEXAS ENVIRONMENTAL PRODUCTS INC,SOU4326500
4624,SOUTH TEXAS SCHOOL FURNITURE,SOU8307949
4625,SouthEast Laminating Inc,VS0000031918
4626,SOUTHEASTERN APPARATUS SALES LLC,SOU8321777
4627,SOUTHEASTERN EMERGENCY,SOU7052910
4628,SOUTHEASTERN EMERGENCY EQUIPMENT,SOU7052910
4629,SOUTHERN ACQUISITIONS LLC,SOU8318889
4630,SOUTHERN ALUMINUM,SOU6027505
4631,SOUTHERN ALUMINUM MANUFACTURING ACQUISITIONINC,V00000957636
4632,SOUTHERN ALUMINUM MANUFACTURING INC,SOU6027505
4633,SOUTHERN COMPUTER WAREHOUSE,SOU7151315
4634,SOUTHERN CORRUGATED BOX CO INC,SOU8318703
4635,SOUTHERN HOSPITALITY CATERING & DINING,SOU8321343
4636,SOUTHERN JEWELRY MANUFACTURING,SJM7011910
4637,SOUTHERN LOCK & SUPPLY CO,SOU7145870
4638,SOUTHERN SAFETY SALES INC,SOU4319250
4639,SOUTHERN STATES LLC,VC0000102371
4640,SOUTHERN TIRE MART,SOU8319472
4641,SOUTHERN TIRE MART LLC,SOU8319472
4642,SOUTHPOINT PHOTO IMAGING SUPPLIES,SOU7135405
4643,SOUTHSIDE WRECKER INC,SOU4324750
4644,SOUTHWELL CO,SOU4328000
4645,SOUTHWEST AMBULANCE SALES LLC,V00000911898
4646,SOUTHWEST BOOK CO,SOU8302225
4647,SOUTHWEST COMPANIES LTD,SOU4348000
4648,SOUTHWEST ELECTRIC CO,SOU6122165
4649,SOUTHWEST GALVANIZING INC,SOU8311144
4650,SOUTHWEST GEO-SOLUTIONS INC,GEO7150020
4651,Southwest Materials Handling Co,VS0000026866
4652,SOUTHWEST OCEAN SVCS INC,SOU8315439
4653,Southwest Research Institute,V00000931105
4654,SOUTHWEST SOLUTIONS GROUP INC,SOU7116385
4655,SOUTHWEST STEEL SERVICES,VS0000019210
4656,SOUTHWEST TEXAS EQUIPMENT DIST INC,SOU7097355
4657,SOUTHWEST TURF & EROSION      PRODUCTS,SOU7024145
4658,SOUTHWESTERN ELECTRIC & SUPPLY,SOU7069835
4659,SOUTHWESTERN PACKING & SEALS INC,VC0000103566
4660,Sovereign Medical  Inc,V00000906682
4661,Space Squid Worldwide,V00000902509
4662,SPACECRAFT COMPONENTS CORP,SPA8316052
4663,Spacesaver Systems Inc.,VS0000027679
4664,SPARTAN MOTORS CHASSIS INC,SPA8309697
4665,SPAWGLASS CONTRACTORS INC,SPA7155935
4666,SPECIALIZED RESPONSE SOLUTIONS,SPE8316792
4667,SPECIALTY PRODUCTS & INSULATION CO,VS0000014009
4668,SPECIALTY SUPPLY,SPE8314242
4669,Specialty Supply & Installation LLC,VS0000013921
4670,SPECTROLAB INC,SPE8309314
4671,SPECTRUM BIOTECHNOLOGIES LLC,V00000921967
4672,Spectrum Equipment Partners LTD,VS0000022943
4673,SPECTRUM INDUSTRIES INC.,V00000924685
4674,SPECTRUM POWER PRODUCTS LLC,VS0000025901
4675,SPECTRUM PROMOTIONAL PRODUCTS,V00000936359
4676,Spencer Turbine Co,V00000941416
4677,SPERIAN PROTECTION INSTRUMENTATION LLC,VS0000012216
4678,SPERIAN PROTECTIVE APPAREL LTD,VC0000101949
4679,SPEX CRIMINALISTICS LLC,V00000923412
4680,Spill Team Direct.Com,VS0000020740
4681,SPILLAR CUSTOM HITCHES INC,SPI4364750
4682,SPOK INC,VC0000100379
4683,SPORT SUPPLY GROUP INC,VAN8304529
4684,Spotfrog,VS0000011560
4685,SprATX,V00000915677
4686,SPX TRANSFORMER SOLUTIONS INC,MAG7000230
4687,SQUARE D CO/SCHNEIDER N A,SQU4376500
4688,SQUARE D COMPANY,SQU4376500
4689,Square Grove LLC,VS0000008606
4690,SRH Trees Inc.,V00000917062
4691,SRI MONOGRAMMING INC,SRI8304531
4692,SS AVIATION LLC,VS0000037951
4693,SSI EMERGENCY EQUIPMENT,DBA8311240
4694,SSI EMERGENCY EQUIPMENT INC,VC0000102298
4695,SSPS INC,SMI7098865
4696,ST DAVID'S EPISCOPAL CHURCH,STD8307660
4697,ST Packaging LLC,VS0000027574
4698,St. David's Episcopal Church,V00000919553
4699,ST. DAVID'S OHS,VC0000101417
4700,Stacey Katherine Newton,V00000912037
4701,Staci Gray,V00000926204
4702,Stacy Smoot,V00000936801
4703,STAG GOLF INC,V00000902219
4704,STAGELIGHT INC,VC0000101406
4705,STAGERIGHT CORP,STA7005860
4706,Stan Roberts & Associates INC.,V00000957121
4707,STANBIO LABORATORY LP,VS0000022649
4708,STANLEY ACCESS TECHNOLOGIES LLC,VC0000101825
4709,STANLEY CONVERGENT SECURITY SOLUTIONS INC,VC0000102299
4710,Stanley K. Peterson,V00000929805
4711,STANLEY SECURITY SOLUTIONS INC,BES7121930
4712,STAPLES CONTRACT & COMMERCIAL INC,VC0000102587
4713,Star Customs Inc.,VS0000005806
4714,STAR POLY BAG INC,VS0000018267
4715,StarChase LLC,V00000920225
4716,STARLOCK INC.,VS0000013698
4717,STASCO INC,STA7017850
4718,STATE FIREMEN'S & FIRE,STA6001405
4719,STATE FIREMEN'S & FIRE MARSHALS' ASSN OF TEXAS,STA6001405
4720,STATEWIDE MATERIALS TRANSPORT,STA8314289
